month,Mend_NSS_Mt,Mend_SSS_Mt,Mend_GSR_Mt,Mend_ACR_Mt,Mend_GASB_Mt,Mend_NWGoM_Mt,num_conglomerados,corriente_xcalak_nudos,corriente_mahahual_nudos,corriente_tulum_nudos,corriente_playa_carmen_nudos,corriente_puerto_morelos_nudos,corriente_cancun_nudos,SEMAR_CM_Mt,SEMAR_CC_Mt,SEMAR_CO_Mt,SEMAR_ACO_Mt,semaforo_mensual,conglomerado_cozumel,viento_norte_nudos,viento_sur_nudos,corriente_xcalak_dir,corriente_mahahual_dir,corriente_tulum_dir,corriente_playa_carmen_dir,corriente_puerto_morelos_dir,corriente_cancun_dir,viento_norte_dir,viento_sur_dir,aligned_CM,aligned_ACO,aligned_CO,fuente
2002-01,0.00845618144191191,0.00821214013792768,0.00574993709990721,0.00175886426179937,0.00633876829794004,1.39751131085859e-05,,,,,,,,,,,,,,,,,,,,,,,,1.39751131085859e-05,0.00633876829794004,0.00175886426179937,mendeley
2002-02,0.00322858148082712,0.00384241742154792,0.00181948995114317,0.000482011075455603,0.0031838813694427,0.000119494438891024,,,,,,,,,,,,,,,,,,,,,,,,0.000119494438891024,0.0031838813694427,0.000482011075455603,mendeley
2002-03,0.000320275347758098,0.00017280496393581,0.00220422312356908,0.00109184615252029,0.0134559085670219,0.000166948338638633,,,,,,,,,,,,,,,,,,,,,,,,0.000166948338638633,0.0134559085670219,0.00109184615252029,mendeley
2002-04,0.000109019725305027,0.000463329525041615,0.0078061506107484,0.000851828420624749,0.0214672688036947,0.00114273093755253,,,,,,,,,,,,,,,,,,,,,,,,0.00114273093755253,0.0214672688036947,0.000851828420624749,mendeley
2002-05,0.000127056058195419,6.54893641723788e-05,0.0125402659609653,0.00162308812864569,0.0160447298400981,0.00297197532968693,,,,,,,,,,,,,,,,,,,,,,,,0.00297197532968693,0.0160447298400981,0.00162308812864569,mendeley
2002-06,1.20575612227185e-05,6.77135818392571e-06,0.00195754979501336,0.00168779425341586,0.024947298686638,0.00601227429962114,,,,,,,,,,,,,,,,,,,,,,,,0.00601227429962114,0.024947298686638,0.00168779425341586,mendeley
2002-07,6.38010078400342e-05,0.0,0.00165771963743458,0.00228267001782513,0.0472800911028251,0.00652279910446124,,,,,,,,,,,,,,,,,,,,,,,,0.00652279910446124,0.0472800911028251,0.00228267001782513,mendeley
2002-08,0.000124782186134254,1.55246236377238e-05,0.00622884336826238,0.00201330186179445,0.0193487517181052,0.00299893367386063,,,,,,,,,,,,,,,,,,,,,,,,0.00299893367386063,0.0193487517181052,0.00201330186179445,mendeley
2002-09,3.96452420629601e-06,7.34305046117356e-06,0.0195040822059861,0.000430920721283641,0.0307488392435136,0.0010141043049452,,,,,,,,,,,,,,,,,,,,,,,,0.0010141043049452,0.0307488392435136,0.000430920721283641,mendeley
2002-10,0.000197518017417067,5.93435181592221e-05,0.017013829650848,0.00182990788460492,0.0348870028250557,0.0117723417931151,,,,,,,,,,,,,,,,,,,,,,,,0.0117723417931151,0.0348870028250557,0.00182990788460492,mendeley
2002-11,0.000270435461653655,4.2903410048325e-06,0.0088551054422818,0.000276290116905408,0.0266303004146113,0.00232020610226006,,,,,,,,,,,,,,,,,,,,,,,,0.00232020610226006,0.0266303004146113,0.000276290116905408,mendeley
2002-12,0.000801272168133139,0.000194115206407014,0.000877070324749404,0.000319097797055941,0.00739037551388247,9.76089892077425e-06,,,,,,,,,,,,,,,,,,,,,,,,9.76089892077425e-06,0.00739037551388247,0.000319097797055941,mendeley
2003-01,5.37982597751352e-06,0.00015691769495313,0.0,7.10956634492277e-06,0.00495723297355032,6.1327673531359e-05,,,,,,,,,,,,,,,,,,,,,,,,6.1327673531359e-05,0.00495723297355032,7.10956634492277e-06,mendeley
2003-02,0.000151926620989684,0.000137797404752533,0.000424386241358718,0.000201855949338572,0.00827923079036422,0.000312547047426961,,,,,,,,,,,,,,,,,,,,,,,,0.000312547047426961,0.00827923079036422,0.000201855949338572,mendeley
